student_count,awards_per_value,awards_per_state_value,awards_per_natl_value,exp_award_value,exp_award_state_value,exp_award_natl_value,ft_pct,fte_value,aid_value,endow_value,grad_100_value,grad_150_value,pell_value,retain_value,ft_fac_value,state_sector_ct,carnegie_ct,counted_pct,cohort_size,num_similar,2_yr_inst,4_yr_inst,private_fp,private,public,hbcu_no,hbcu_yes,flagship_no,flagship_yes,associates_privatefp,associates_pr_sl,associates_pr_sm,associates_pu_multi,bachelors_as,bacelors_df,bachelors_associates,masters_lp,masters_mp,Other_institutions
693,17,19.9,22.5,131180.0,80119,101725,99.6,731,16112.0,8677.865365853659,38,47,45.7,53,67.6,8.0,252,89.3,251,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1747,19,18.0,21.5,52227.0,69525,66436,82.4,1721,6011.0,818.0,6,17,59.5,60,52.3,12.0,343,61.5,288,20,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1386,22,19.9,22.5,50250.0,80119,101725,90.2,1212,6254.176693925234,19512.0,34,45,37.8,66,63.3,8.0,343,76.4,310,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2505,16,18.0,21.5,52641.0,69525,66436,90.8,2576,9923.0,7495.0,18,35,47.4,63,53.3,12.0,343,83.1,618,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
874,14,19.9,22.5,129582.0,80119,101725,96.9,830,15373.0,34082.0,21,38,46.2,49,62.2,8.0,343,99.1,97,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
3966,19,18.0,21.5,53808.0,69525,66436,86.6,3536,6130.0,8677.865365853659,14,34,48.0,61,56.7,12.0,106,60.8,605,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1850,13,18.0,21.5,79840.0,69525,66436,60.2,1397,6158.0,9614.0,13,30,40.5,63,62.2,12.0,343,76.0,267,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
685,19,20.95158466646544,22.79326963024512,29599.0,29060,24795,85.1,756,5375.0,8677.865365853659,25,27,81.3,39,59.4,8.0,517,61.2,148,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
9756,17,18.0,21.5,61448.0,69525,66436,84.7,9089,7530.0,8586.0,23,44,43.6,68,74.3,12.0,386,71.4,1633,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
153,20,20.95158466646544,22.79326963024512,36069.0,29060,24795,92.2,196,4009.0,8677.865365853659,77,77,83.0,86,46.7,8.0,517,90.0,9,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
232,21,20.95158466646544,22.79326963024512,23295.0,29060,24795,100.0,408,4856.0,8677.865365853659,49,54,82.5,62,14.3,8.0,517,57.64853159299911,339,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
410,23,19.9,22.5,79506.0,80119,101725,90.7,383,11606.0,3524.0,22,39,50.2,64,25.6,8.0,343,66.9,91,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
3461,25,18.0,21.5,26678.0,69525,66436,61.5,2619,3660.0,2883.0,7,28,27.6,70,36.2,12.0,124,63.3,161,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1660,13,18.0,21.5,0.0,69525,66436,77.7,1473,5644.0,6333.0,27,42,53.5,45,47.2,12.0,47,89.1,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
441,11,20.95158466646544,24.6,44460.0,44460,38763,100.0,660,6999.0,8677.865365853659,7,7,69.8,40,59.0,1.0,169,63.5,83,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3990,18,18.0,21.5,51233.0,69525,66436,82.4,3615,11550.0,6213.0,17,37,32.9,68,44.9,12.0,106,45.8,691,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2002,14,20.5,22.79326963024512,63894.0,32982,37780,63.7,1578,4468.0,8677.865365853659,2,8,49.2,45,44.8,10.0,289,70.6,504,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2622,17,18.0,21.5,72032.0,69525,66436,72.0,2089,6123.0,1942.0,3,17,46.1,51,63.6,12.0,252,59.8,364,20,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2660,17,18.0,21.5,47454.0,69525,66436,82.7,2574,7020.0,3871.0,22,41,40.0,67,61.5,12.0,343,64.7,498,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1222,14,18.0,21.5,0.0,69525,66436,79.1,942,6980.0,9902.0,4,20,39.0,53,73.4,12.0,343,59.7,247,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1367,21,19.9,22.5,77264.0,80119,101725,98.4,1238,6254.176693925234,28946.0,43,60,36.7,65,67.2,8.0,343,87.0,401,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
147,21,20.95158466646544,22.79326963024512,6190.0,29060,24795,100.0,67,7000.0,8677.865365853659,60,60,100.0,66,0.0,8.0,517,100.0,25,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
213,38,20.95158466646544,22.79326963024512,42709.0,29060,24795,95.3,231,6942.0,8677.865365853659,42,52,90.3,75,16.7,8.0,517,64.1,59,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
291,29,20.95158466646544,22.79326963024512,52809.0,29060,24795,100.0,278,5865.0,8677.865365853659,49,70,67.7,60,21.4,8.0,517,100.0,91,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2086,19,20.5,22.79326963024512,27015.0,32982,37780,45.6,1774,5238.0,8677.865365853659,8,11,56.9,52,34.3,10.0,289,47.3,452,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2552,17,18.0,21.5,89756.0,69525,66436,92.4,2157,7167.0,15289.0,33,57,26.6,77,76.8,12.0,96,82.9,426,20,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1180,20,19.9,22.5,69438.0,80119,101725,79.5,1055,6254.176693925234,12760.0,41,53,24.7,67,61.8,8.0,343,59.3,240,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1862,22,22.0,22.5,67128.0,73172,101725,73.0,1594,10351.0,11564.0,11,38,61.0,71,44.9,24.0,106,47.7,270,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2552,18,20.3,21.5,45414.0,63710,66436,33.5,2157,2734.0,8677.865365853659,27,42,31.4,67,27.3,14.0,128,30.6,426,20,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
286,36,22.0,22.5,63916.0,73172,101725,82.9,217,4461.0,39141.0,67,67,26.2,75,83.3,24.0,43,38.0,28,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1306,24,22.0,22.5,131995.0,73172,101725,96.0,1270,6254.176693925234,8677.865365853659,70,78,18.0,92,81.5,24.0,252,93.7,325,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2637,26,22.8,22.79326963024512,41678.0,42745,37780,40.0,1930,6947.0,8677.865365853659,28,33,58.7,58,22.9,17.0,289,60.3,419,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2693,33,22.0,22.5,43192.0,73172,101725,93.6,2145,8854.0,2498.0,29,54,43.8,71,21.7,24.0,79,35.3,86,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3119,18,22.0,22.5,66678.0,73172,101725,87.5,3084,13649.0,13359.0,42,56,28.3,76,40.4,24.0,106,79.4,652,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2902,17,22.0,22.5,90327.0,73172,101725,88.9,3049,6254.176693925234,20588.0,54,65,27.7,78,45.3,24.0,252,81.0,683,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
4363,20,22.0,22.5,42417.0,73172,101725,70.1,3508,10631.0,9039.0,33,55,34.4,71,22.7,24.0,386,81.8,422,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1998,22,22.0,22.5,65102.0,73172,101725,84.1,1907,11417.0,14991.0,32,56,33.5,81,49.7,24.0,79,55.5,302,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
10511,25,22.8,22.79326963024512,38219.0,42745,37780,27.7,5682,3836.0,8677.865365853659,25,37,30.7,63,32.5,17.0,128,8.7,430,20,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
8268,21,22.8,22.79326963024512,40780.0,42745,37780,19.1,5089,3882.0,64.0,12,23,50.8,63,100.0,17.0,128,17.7,533,20,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
448,21,25.1,24.6,27414.0,34675,38763,76.1,478,4264.0,8677.865365853659,8,14,73.6,100,6.2,15.0,54,75.7,56,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2972,27,22.0,22.5,40271.0,73172,101725,34.5,1899,8041.0,5260.0,36,50,34.8,69,18.2,24.0,386,61.6,181,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2930,36,22.8,22.79326963024512,37181.0,42745,37780,31.1,1767,3810.0,478.0,25,39,35.9,69,58.3,17.0,289,22.8,151,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1553,21,22.0,22.5,53231.42932960894,73172,101725,97.7,1567,6254.176693925234,8677.865365853659,68,81,22.4,87,80.2,24.0,252,93.3,345,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
946,19,22.0,22.5,68483.0,73172,101725,72.8,867,6025.0,239.0,28,46,43.9,72,64.3,24.0,343,81.1,215,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1688,23,22.0,22.5,46785.0,73172,101725,79.3,1652,10458.0,3586.0,30,48,42.1,68,35.0,24.0,386,49.3,266,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
8365,20,22.0,22.5,102268.0,73172,101725,96.2,8438,14167.0,41607.0,57,78,16.9,90,55.4,24.0,79,84.9,426,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2905,24,22.8,22.79326963024512,35172.0,42745,37780,35.1,2128,3899.0,847.0,15,25,48.6,55,44.0,17.0,289,37.1,303,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2552,14,22.8,22.79326963024512,80922.0,42745,37780,31.9,2157,6971.0,8677.865365853659,5,13,51.7,50,39.2,17.0,125,36.2,1188,20,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
667,18,22.0,22.5,101984.0,73172,101725,97.8,717,15263.0,3892.0,44,63,42.3,81,35.0,24.0,114,79.2,136,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2459,21,22.0,22.5,82116.0,73172,101725,92.9,2300,6254.176693925234,20755.0,38,55,28.7,82,54.7,24.0,106,75.6,550,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6613,31,22.8,22.79326963024512,39067.0,42745,37780,16.8,3041,3611.0,8677.865365853659,25,35,22.3,74,51.9,17.0,128,11.4,426,20,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
926,25,22.0,22.5,54282.0,73172,101725,74.0,839,13018.0,9280.0,21,41,47.2,71,37.1,24.0,106,45.8,119,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1271,29,22.8,22.79326963024512,34747.0,42745,37780,49.0,949,6234.0,8677.865365853659,18,29,53.7,65,37.0,17.0,111,57.4,269,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4384,28,22.8,22.79326963024512,29188.0,42745,37780,42.4,3356,4100.0,8677.865365853659,23,35,44.8,66,99.2,17.0,289,27.8,504,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
10441,26,22.8,22.79326963024512,38729.0,42745,37780,34.0,6069,4072.0,8677.865365853659,32,44,35.5,53,37.2,17.0,128,36.8,737,20,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
261,25,22.0,22.5,46965.0,73172,101725,92.7,390,8617.0,299.0,35,50,62.0,51,60.0,24.0,343,70.8,134,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
552,19,22.0,22.5,130884.0,73172,101725,97.5,598,6254.176693925234,31282.0,51,57,41.9,68,87.9,24.0,252,74.4,151,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
904,20,22.0,22.5,104050.0,73172,101725,98.2,979,6254.176693925234,8677.865365853659,60,74,35.3,86,76.9,24.0,252,88.8,262,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2160,21,22.0,22.5,100393.0,73172,101725,98.1,2302,16684.0,36623.0,68,74,21.0,80,77.4,24.0,252,88.0,542,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
501,24,22.0,22.5,86317.0,73172,101725,42.5,319,9869.0,13413.0,23,36,29.8,72,36.4,24.0,343,30.9,38,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
4144,27,22.8,22.79326963024512,33090.0,42745,37780,17.8,1520,4190.0,8677.865365853659,55,55,21.3,66,82.4,17.0,289,19.1,335,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1051,10,25.1,24.6,71109.0,34675,38763,39.8,1086,3899.0,8677.865365853659,27,42,94.2,67,17.3,15.0,83,76.5,426,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2552,16,22.8,22.79326963024512,50855.0,42745,37780,57.5,2157,4669.0,1560.0,13,22,34.6,56,46.7,17.0,47,59.2,426,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2079,24,22.0,22.5,31942.0,73172,101725,76.0,1904,11976.0,12103.0,30,47,38.0,80,38.1,24.0,386,52.1,353,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
5617,27,22.8,22.79326963024512,32108.0,42745,37780,43.5,4038,3940.0,8677.865365853659,20,30,43.4,59,45.2,17.0,289,51.9,1310,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
8799,20,22.8,22.79326963024512,51012.0,42745,37780,21.7,4415,3372.0,8677.865365853659,14,28,21.3,69,22.5,17.0,99,18.0,428,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4572,26,22.8,22.79326963024512,39188.0,42745,37780,42.0,3322,3908.0,8677.865365853659,20,32,43.4,62,26.1,17.0,289,44.9,592,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
10864,19,20.3,21.5,47340.0,63710,66436,91.0,2157,4797.0,1554.0,27,54,29.6,76,78.1,14.0,386,73.4,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3418,37,22.8,22.79326963024512,30752.0,42745,37780,43.0,2414,4040.0,8677.865365853659,41,50,44.7,68,44.0,17.0,289,41.7,447,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
10404,21,20.3,21.5,54710.0,63710,66436,91.4,2157,4913.0,4356.0,26,66,26.5,82,80.9,14.0,169,73.2,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
6445,23,20.3,21.5,45862.0,63710,66436,67.2,5322,5295.0,5300.0,20,46,32.9,71,67.6,14.0,106,54.5,987,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
9702,18,20.3,21.5,51096.0,63710,66436,94.7,9255,4494.0,1919.0,35,67,22.6,86,85.4,14.0,386,76.9,1750,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1070,16,22.0,22.5,136413.0,73172,101725,93.6,1094,13961.0,16388.0,45,63,33.2,81,56.2,24.0,252,84.6,181,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2552,19,20.3,21.5,53657.0,63710,66436,72.8,2157,4938.0,1529.0,17,53,27.6,75,69.0,14.0,386,45.4,1723,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
4450,17,20.3,21.5,73070.0,63710,66436,74.9,3761,5942.0,1288.0,9,30,42.6,72,71.3,14.0,252,59.3,833,20,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2452,26,25.1,24.6,39450.0,34675,38763,47.6,2959,4099.0,8677.865365853659,14,33,68.9,43,12.5,15.0,124,31.1,133,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
8208,21,20.3,21.5,54440.0,63710,66436,83.1,7469,4672.0,5158.0,20,54,29.6,73,69.8,14.0,386,68.5,1489,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2527,20,20.3,21.5,79836.0,63710,66436,79.9,2203,5226.0,5303.0,13,41,41.8,65,78.8,14.0,106,48.5,343,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2552,23,20.3,21.5,88772.0,63710,66436,93.0,2157,7596.0,8677.865365853659,55,82,15.0,95,77.8,14.0,106,74.5,426,20,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2552,18,20.3,21.5,63385.0,63710,66436,83.6,2157,6034.0,3882.0,13,41,35.7,70,67.5,14.0,96,69.3,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7862,17,20.3,21.5,57519.0,63710,66436,89.5,7282,4569.0,2379.0,18,54,30.6,75,80.0,14.0,386,72.1,1466,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
5782,21,20.3,21.5,50107.0,63710,66436,90.8,5598,4492.0,3121.0,23,51,32.2,72,66.9,14.0,169,69.1,1276,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
9313,20,20.3,21.5,56025.0,63710,66436,92.9,8851,4752.0,2121.0,22,58,33.7,78,80.0,14.0,169,67.5,1611,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
4082,25,18.6,22.79326963024512,56488.0,56439,37780,47.9,2770,4226.0,10295.0,16,30,26.8,60,55.2,7.0,289,51.0,681,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2182,14,18.6,22.79326963024512,72404.0,56439,37780,38.1,1682,3692.0,9353.0,19,29,22.4,47,19.4,7.0,289,23.9,226,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1788,11,18.6,22.79326963024512,90639.0,56439,37780,38.4,1297,4487.0,2414.0,27,35,18.8,60,57.9,7.0,111,33.3,197,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4780,16,18.6,22.79326963024512,60510.0,56439,37780,41.0,4110,3943.0,2840.0,6,13,25.4,52,16.2,7.0,289,25.2,346,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1880,19,18.6,22.79326963024512,43231.0,56439,37780,57.4,1946,5464.0,6979.0,14,26,29.9,53,51.7,7.0,111,78.2,514,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4437,21,18.6,22.79326963024512,39840.0,56439,37780,32.5,2587,3824.0,5704.0,27,27,17.2,55,48.6,7.0,289,29.1,474,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3620,17,18.6,22.79326963024512,62926.0,56439,37780,33.8,2608,3997.0,4127.0,32,53,21.9,68,23.1,7.0,289,22.5,261,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1462,21,20.95158466646544,22.79326963024512,20046.0,20046,24795,100.0,2765,3661.0,8677.865365853659,70,76,50.5,76,97.1,1.0,517,57.64853159299911,426,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
10117,21,21.3,21.5,92126.0,92126,66436,81.6,9351,6276.0,35762.0,24,54,24.3,73,90.3,1.0,96,63.3,1614,20,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
7274,22,22.4,22.5,53231.42932960894,125902,101725,96.0,7530,6254.176693925234,8677.865365853659,76,95,16.0,98,60.5,74.0,106,100.0,1721,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2552,23,20.4,21.5,92605.0,73383,66436,94.1,2157,8993.0,8677.865365853659,41,70,20.6,90,85.1,15.0,106,80.7,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
157,21,23.3,22.5,72112.0,84271,101725,48.4,165,2154.0,27765.0,27,42,36.2,67,71.6,44.0,43,57.64853159299911,426,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
557,21,23.2,24.6,28337.0,53245,38763,78.1,675,4894.0,8677.865365853659,23,23,72.9,67,10.9,64.0,124,70.5,13,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
218,21,24.7,24.6,42572.0,44867,38763,78.0,238,3885.0,8677.865365853659,0,0,68.3,67,8.0,16.0,54,65.5,10,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
110,19,24.4,22.5,0.0,26940,101725,25.5,90,4391.0,14189.0,80,80,22.8,100,29.7,4.0,1,13.0,5,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
633,28,24.2,22.5,103588.0,71929,101725,61.0,615,4298.0,46.0,27,42,94.0,67,14.0,47.0,124,7.3,426,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
163,34,20.95158466646544,22.79326963024512,11251.0,25317,24795,100.0,248,5573.0,8677.865365853659,73,73,71.2,76,20.0,39.0,81,57.64853159299911,123,20,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2552,10,17.2,22.79326963024512,56162.0,21560,37780,38.5,2157,3256.0,68.0,2,8,47.5,58,51.3,28.0,99,35.7,426,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4431,15,17.2,22.79326963024512,22365.0,21560,37780,33.2,3276,4679.0,8677.865365853659,15,19,70.5,54,20.2,28.0,99,12.9,385,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
97,21,20.95158466646544,22.79326963024512,0.0,44716,24795,100.0,224,1707.0,8677.865365853659,22,22,94.1,55,80.0,7.0,517,90.4,82,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1344,36,20.95158466646544,24.6,9691.0,27738,38763,100.0,1856,4379.0,8677.865365853659,27,100,38.4,54,60.5,20.0,83,100.0,1,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
71,35,20.95158466646544,22.79326963024512,12120.0,14611,24795,91.5,99,5536.0,8677.865365853659,40,60,87.5,90,75.0,19.0,81,47.6,20,20,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
142,21,20.95158466646544,22.79326963024512,9334.0,14611,24795,79.6,189,4880.0,8677.865365853659,50,50,83.6,77,64.3,19.0,81,57.9,55,20,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2358,18,15.8,22.79326963024512,48177.0,49808,37780,39.1,1368,3937.0,160.0,17,20,29.0,60,25.2,19.0,106,24.5,357,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
339,17,17.7,22.5,53231.42932960894,113351,101725,99.1,402,6254.176693925234,8677.865365853659,44,55,39.8,78,75.0,2.0,252,100.0,134,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
230,21,24.0,22.5,0.0,78941,101725,34.8,152,8912.0,2597.0,27,42,56.8,67,37.4,16.0,169,57.64853159299911,426,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2407,14,21.9,22.5,43335.0,76127,101725,79.9,2224,5276.0,905.0,13,28,57.6,57,11.4,12.0,343,45.4,96,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
360,15,25.4,24.6,17426.0,39682,38763,100.0,727,5990.0,8677.865365853659,27,42,86.0,67,44.7,8.0,517,57.64853159299911,426,20,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
236,40,20.95158466646544,22.79326963024512,0.0,16061,24795,100.0,226,5550.0,8677.865365853659,5,79,98.0,65,100.0,9.0,517,57.64853159299911,300,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
242,21,20.95158466646544,22.79326963024512,39967.0,21525,24795,97.9,374,3557.0,8677.865365853659,8,65,56.9,83,35.5,5.0,517,57.64853159299911,246,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
323,24,20.95158466646544,22.79326963024512,23323.0,20075,24795,100.0,542,3421.0,8677.865365853659,0,62,64.8,77,12.0,15.0,517,57.64853159299911,318,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
681,26,20.95158466646544,22.79326963024512,10279.0,18614,24795,100.0,1178,3181.0,8677.865365853659,0,76,29.9,81,24.4,37.0,81,57.64853159299911,774,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
8427,13,15.0,22.79326963024512,44388.0,40856,37780,16.6,5055,4044.0,8677.865365853659,4,12,32.1,59,19.6,63.0,125,21.2,496,20,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
4563,19,17.2,22.79326963024512,13349.0,21560,37780,28.1,3204,3418.0,8677.865365853659,21,28,59.7,59,25.1,28.0,289,28.4,445,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
521,21,20.95158466646544,22.79326963024512,0.0,23430,24795,96.9,542,3796.0,8677.865365853659,10,60,76.0,70,41.7,63.0,517,57.64853159299911,346,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
807,30,28.0,24.6,58593.0,42765,38763,61.0,716,3546.0,8677.865365853659,9,9,77.8,67,9.7,15.0,83,34.4,11,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3235,20,15.8,22.79326963024512,39895.0,49808,37780,54.0,2402,3646.0,503.0,20,20,31.4,66,17.9,19.0,106,51.0,723,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
494,21,21.7,22.5,53231.42932960894,101521,101725,99.4,469,6254.176693925234,34577.0,27,42,23.3,69,100.0,13.0,73,19.4,426,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
633,10,20.95158466646544,24.6,57972.0,27738,38763,4.4,501,2809.0,8677.865365853659,0,0,74.8,33,7.1,20.0,124,4.2,5,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2552,10,15.0,22.79326963024512,51936.0,40856,37780,34.1,2157,6411.0,285.0,4,11,22.1,63,30.4,63.0,99,37.7,426,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4286,23,18.5,22.79326963024512,12775.0,16639,37780,43.0,2754,5374.0,8677.865365853659,16,29,46.5,60,36.7,16.0,289,65.2,606,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
